 ,,,,,,,,,,,,,,,
敏感词,Sensitive Word,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,第一次测试日期/结果 Date/Result of Test 1,,第二次测试日期/结果 Date/Result of Test 2,,第三次测试日期/结果 Date/Result of Test 3,,第四次测试日期/结果 Date/Result of Test 4,,第五次测试日期/结果 Date/Result of Test 5,,第六次测试日期/结果 Date/Result of Test 6,,"“中国数字时代敏感词开源研究项目”是网站《中国数字时代》的一个研究项目，目前在更新新浪微博搜索敏感词列表。请网友参与，提供敏感词线索，共同构建和完善该敏感词列表。
"
五百年,500 years,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,F,,,,,,,,,
1984,1984,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,F,,,,,,,,,邮件订阅（墙内邮箱会受干扰无疑，请使用Gmail，或其他墙外电邮服务。）
小熊维尼,Winnie the Pooh ,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,Y,,,,,,,,,http://eepurl.com/mohN5
歪脖子树,crooked-neck tree,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,Y,,,,,,,,,
长生不老,immortality,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,F,,,,,,,,,中国数字时代中文版
不要脸,shameless,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,F,,,,,,,,,chinadigitaltimes.net/chinese/
倒行逆施,go against the tide,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,Y,,,,,,,,,China Digital Times 英文版
倒车,drive backwards,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,F,,,,,,,,,chinadigitaltimes.net
我反对,I oppose,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,F,,,,,,,,,
无限续杯,unlimited refills,--,2018-02-26,Y,2018-02-28,Y,,,,,,,,,Twitter @CDTChinese
吾皇万岁,long live the emperor,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,Y,,,,,,,,,Twitter @CDT
千秋万代,throughout the ages,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,F,,,,,,,,,
一统江湖,rule the world,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,F,,,,,,,,,G+数字时代官方账户（G+ 即谷加）
黄袍加身,take the yellow gown ,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,Y,,,,,,,,,plus.google.com/u/0/+中国数字时代/
昏君,incapable ruler,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,F,,,,,,,,,Facebook：
登基,ascend the throne,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,Y,,,,,,,,,https://www.facebook.com/chinadigitaltimeschinese/
称帝,named emperor,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,Y,,,,,,,,,Youtube:
终身,for life,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,F,,,,,,,,,http://www.youtube.com/user/CDTChinese
年号,reign title,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,F,,,,,,,,,
复辟,recover one’s authority,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,Y,,,,,,,,,数字时代中文编辑联系邮箱：
元年,first year of an emperor’s reign,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,F,,,,,,,,,cdtchinese@chinadigitaltimes.net
劝进,urge a power figure to formally seize the throne,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,Y,,,,,,,,,sandra@chinadigitaltimes.net
封禅,fengchan,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,Y,,,,,,,,,
张勋,Zhang Xun,https://chinadigitaltimes.net/2018/02/sensitive-words-emperor-xi-jinping-ascend-throne/,2018-02-26,Y,2018-02-28,F,,,,,,,,,
